tweet_text,geo_latitude,geo_longitude,hotspot_id
lindo día juntitos y la familia soto comida 💕 @ parque de los barrios - san fernando https://t.co/7qnwzq4htb,-34.57512073,-71.00207025,1
empezando el día y la semana... (@ las gaoneras in pachuca de soto) https://t.co/vgruug9v2a,20.11230352,-98.75096427,2
un día a la vez. ⚫️🔴 (@ estadio alejandro morera soto - @ldacr in alajuela) https://t.co/3uzalhqqs5,10.02151154,-84.20917511,3
