tweet_text,geo_latitude,geo_longitude,hotspot_id
a la jungla con ellas @ mfd https://t.co/0mwmcirun6,-31.62234,-60.7706,1
total bochorno de jungla maya sudando la gota gorda en el observatorio de la zona arqueológica… https://t.co/kyn4nckc52,20.494192,-87.734428,2
