tweet_text,geo_latitude,geo_longitude,hotspot_id
...y ahora toca #anochecer nublado en 🆅🅰🆁🅰🅳🅴🆁🅾 #cuba #melia #meliavaradero #playa #trip… https://t.co/e1tlmindgk,23.1536,-81.2514,1
luminarias  al anochecer del 2 de mayo –víspera de la fiesta– los correntinos practicamos las… https://t.co/4b7hlj5da7,-27.4666134,-58.8360919,2
