tweet_text,geo_latitude,geo_longitude,hotspot_id
"ya mejor no ire a #bunker 😢me gaste la plata 😥🙈 en la alborada,… https://t.co/ojawz2uzb4",-2.12559,-79.90319,1
listo para la playa @ alborada.  =) https://t.co/unxfdkuvx9,-2.14143732,-79.89915587,1
#combocriollo la casa @cangrejospploza 🦀👨🏻‍🍳🔥dirección alborada 13 mz 25 v 16 frente al… https://t.co/9xosfmh8pw,-2.12967692,-79.90596771,1
