tweet_text,geo_latitude,geo_longitude,hotspot_id
"a horas de volver a juntarnos  gnr + thewho en mar del plata, argentina https://t.co/96bmhxkuww",-38.00809969,-57.53999423,1
que hermosa tarde 🌊🌈 #caminatas #correr 🏃 #airelibre #airepuro #mar… https://t.co/eaea4zke7p,-38.11376003,-57.60861003,1
"acaba de publicar una foto en mar del plata, argentina https://t.co/6hvuydns9h",-38.0,-57.55,1
"acaba de publicar una foto en mar del plata, argentina https://t.co/mduegkniwo",-38.0,-57.55,1
"espectacular dia en la city ☀️🍃👍🏽 @ mar del plata, argentina https://t.co/3b27j2ndgr",-38.00809969,-57.53999423,1
"i'm at rico in mar del plata, buenos aires https://t.co/si4jxjhubp",-38.02634,-57.53468,1
"acaba de publicar una foto @ mar del plata, argentina https://t.co/4rdonddafk",-38.0,-57.55,1
"i'm at zona de bares y boliches de la calle leandro n. alem in mar del plata, buenos aires https://t.co/svcb72ocax",-38.02719854,-57.53568115,1
"merendando acá 😊👍 (@ patio de comidas in mar del plata, buenos aires) https://t.co/peiearkqoz",-38.01248,-57.543446,1
"quiero almorzar!!!! (@ alarde - compañía cervecera in mar del plata, buenos aires) https://t.co/jxafnyj5cu",-37.971863,-57.542946,1
"acaba de publicar una foto en mar del plata, argentina https://t.co/ctiogsc2m6",-38.00809969,-57.53999423,1
"i'm at playa varese in mar del plata, buenos aires https://t.co/whymnzo6bd",-38.01498083,-57.52990723,1
"i'm at torreón del monje in mar del plata, buenos aires https://t.co/fe6bhgja8f",-38.00816763,-57.53355503,1
"fue esa noche que quizás, tal vez, le puse nombre a tu piel en mar del plata, argentina https://t.co/sh0asuot1z",-38.0,-57.55,1
"acaba de publicar una foto en mar del plata, argentina https://t.co/oghou3k91d",-38.0,-57.55,1
"feliz cumple amiga 🎂! 💑 por suerte todo sigue igual 🔙 te quiero mucho 😘 en mar del plata, argentina https://t.co/2c8mjhgncd",-38.0,-57.55,1
"💬 @ mar del plata, argentina https://t.co/5tirkdspyf",-38.0,-57.55,1
"🖕🏾 @ mar del plata, argentina https://t.co/7tgmnqn1gf",-38.0,-57.55,1
"i'm at aegis in mar del plata, buenos aires w/ @caritogruiz https://t.co/mylndvt6te",-38.01006541,-57.58327782,1
mar del plata vota. https://t.co/0fsetrfbyz,-37.9469828,-57.5665159,1
"mdp 😛📷 @ mar del plata, argentina https://t.co/iqpg4rhcfa",-38.00809969,-57.53999423,1
"🌅🏝 @ mar del plata, argentina https://t.co/dbskqgbbnr",-38.00809969,-57.53999423,1
"acaba de publicar una foto @ mar del plata, argentina https://t.co/lxeehfxwqx",-38.0,-57.55,1
"para el público.#einstein en mar del plata, argentina https://t.co/vn1rmx3cap",-38.00809969,-57.53999423,1
"acaba de publicar un vídeo en mar del plata, argentina https://t.co/2pvehg1zpz",-38.00809969,-57.53999423,1
"fin del año🍾 @ mar del plata, argentina https://t.co/wpsdyj4bu8",-38.0,-57.55,1
"siempre! @ mar del plata, argentina https://t.co/fxkcqybzwk",-38.0,-57.55,1
"#blanquitas @ mar del plata, argentina https://t.co/skarx5vrpp",-38.00809969,-57.53999423,1
"💎 @ mar del plata, argentina https://t.co/yijwg0uv27",-38.00809969,-57.53999423,1
"quiero volver 😭😭🔙❤ @ mar del plata, argentina https://t.co/3agibz2mxw",-38.00809969,-57.53999423,1
"🌊☀️❤ @ mar del plata, argentina https://t.co/3abqsq6vqn",-38.00809969,-57.53999423,1
"🌻🐝 @ mar del plata, argentina https://t.co/kixxgv5ieu",-38.0,-57.55,1
"ya soy una de ustedes? 🤔☀️🌴🌊 @ mar del plata, argentina https://t.co/vuktv0vhk3",-38.0,-57.55,1
"tu risa es la magia de los rockanroles❤ @ mar del plata, argentina https://t.co/q6xwot6qxf",-38.0,-57.55,1
"recien de entrenar ⚽💪😆 @ mar del plata, argentina https://t.co/rhxf0z3cve",-38.00809969,-57.53999423,1
"🎉🎉🎉🎉🎉💘 @ paseo hermitage, mar del plata, argentina https://t.co/5ditcgm466",-38.00610985,-57.5405497,1
