tweet_text,geo_latitude,geo_longitude,hotspot_id
para ti y tu paraje 👫 💕 💓 💗 😍 viste enamorado 💘 con jym diseños   escríbenos al whatsapp 📱… https://t.co/metgwun24o,3.88183,-77.03914,1
