tweet_text,geo_latitude,geo_longitude,hotspot_id
al menos la vista es genial!!! @ catarata de huanano - san geronimo… https://t.co/x3rdtbkz8b,-11.894187,-76.439169,1
la hermosa catarata de la paz siendo seda en medio de la noche. #costarica #puravida #alajuela… https://t.co/klcfx3ugla,10.01616,-84.2137599,2
